question,correct_document,retrieved_documents,position,correct_found,question_lang,num_czech,num_engl
What steps are involved in installing the ShinySOM application?,ShinySOM,"ShinySOM, ShinySOM, ShinySOM, RStudio, RStudio",1.0,True,en,1,4
How do you access the running instance of ShinySOM after installation?,ShinySOM,"ShinySOM, ShinySOM, RStudio, ShinySOM, RStudio",1.0,True,en,1,4
What happens if the ShinySOM application exceeds the maximum CPU or RAM resources?,ShinySOM,"ShinySOM, Ansys, ShinySOM, ShinySOM, Matlab",1.0,True,en,1,4
What should you avoid using in the access password for ShinySOM?,ShinySOM,"ShinySOM, ShinySOM, ShinySOM, RStudio, Matlab",1.0,True,en,1,4
How can you preserve the content of the home directory when deleting and reinstalling the ShinySOM application?,ShinySOM,"ShinySOM, Matlab, ownCloud, RStudio, Minio",1.0,True,en,0,5
What is the significance of the `--rm` option when running a Docker image?,Dockerfile,"Dockerfile, Dockerfile, Limitations of Running Docker Images, Limitations of Running Docker Images, Dockerfile",1.0,True,en,0,5
Why is it recommended to search for existing images in a public registry before creating your own Docker image?,Dockerfile,"Dockerfile, Welcome to the CERIT-SC Kubernetes Container Platform, Building Docker containers with Gitlab, Dockerfile, Dockerfile",1.0,True,en,1,4
How can you specify a base image in a Dockerfile?,Dockerfile,"Dockerfile, Dockerfile, BinderHub, Dockerfile, Dockerfile",1.0,True,en,1,4
What are the benefits of using the `&&` operator when chaining commands in a Dockerfile?,Dockerfile,"Dockerfile, Dockerfile, Dockerfile, Dockerfile, Building Docker containers with Gitlab",1.0,True,en,0,5
What is the purpose of a Docker image in container infrastructure?,Dockerfile,"Dockerfile, Welcome to the CERIT-SC Kubernetes Container Platform, Dockerfile, Dockerfile, Dockerfile",1.0,True,en,1,4
What should you do if you need more than the default quota limit for CPUs in the Rancher RStudio setup?,RStudio,"RStudio, Rancher Applications, Desktop, RStudio, Ansys",1.0,True,en,0,5
What is the recommended method for running RStudio and why?,RStudio,"RStudio, RStudio, RStudio, RStudio, RStudio",1.0,True,en,0,5
How can you preserve the content of the home directory when reinstalling the RStudio application?,RStudio,"RStudio, Matlab, RStudio, RStudio, ownCloud",1.0,True,en,0,5
How can you configure RStudio to install packages when running in the Sensitive Cloud without direct internet access?,RStudio,"RStudio, RStudio, RStudio, JupyterHub, RStudio",1.0,True,en,0,5
What steps are necessary to install additional packages using conda or mamba in RStudio?,RStudio,"RStudio, Desktop, Desktop, Running Virtual Machine, Desktop",1.0,True,en,1,4
What steps should I take to address a PodSecurity violation error related to privilege escalation and user permissions?,FAQ,"FAQ, FAQ, Security Context, FAQ, Security Context",1.0,True,en,0,5
How can I resolve an error indicating that my Pod's memory request exceeds the available quota?,FAQ,"FAQ, FAQ, GPU and other Resources, Projects, Namespaces, and Quotas, Projects, Namespaces, and Quotas",1.0,True,en,0,5
What should be included in the resource section to avoid deployment failure due to missing resources?,FAQ,"FAQ, Projects, Namespaces, and Quotas, FAQ, FAQ, GitLab Kubernetes Agent",1.0,True,en,1,4
How can I fix a CreateContainerConfigError related to a container running as root?,FAQ,"Limitations of Running Docker Images, Limitations of Running Docker Images, Omezení spouštění Docker obrazů, FAQ, Omezení spouštění Docker obrazů",4.0,True,en,2,3
"What should I do if `nvidia-smi` returns ""command not found"" due to missing GPU requests?",FAQ,"FAQ, Running Virtual Machine, Spuštění Virtuálního Stroje, GPU and other Resources, Running Virtual Machine",1.0,True,en,2,3
How can a user push a Docker image to the Harbor registry and what example command should be used?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io)",1.0,True,en,1,4
What precautions should users take when storing Docker images on Harbor in relation to Kubernetes access?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io)",1.0,True,en,2,3
How can users access the Harbor docker registry and what credentials are required for command line login?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io)",1.0,True,en,0,5
"What storage limits are imposed on personal projects in Harbor, and how can users manage their storage usage?",Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Projects, Namespaces, and Quotas, JupyterHub",1.0,True,en,1,4
How can users check for vulnerabilities in their Docker images on Harbor and what steps can be taken to address them?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io), Harbor (hub.cerit.io)",1.0,True,en,0,5
What steps are necessary to upgrade the GitLab Runner to a new version?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes",1.0,True,en,0,5
How can you securely store GitLab tokens when setting up the GitLab Runner?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes",1.0,True,en,0,5
What are the prerequisites for setting up a GitLab Runner in a Kubernetes cluster?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes",1.0,True,en,0,5
How do you start a GitLab Runner using Helm after configuring the `values.yaml` file?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes",1.0,True,en,0,5
What should you do if the GitLab Runner pod is in an `ImagePullBackOff` state?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes, GitLab Runner in Kubernetes",1.0,True,en,0,5
How can you run a new computation using Foldify?,Foldify,"Foldify, News, Foldify, Foldify, Foldify",1.0,True,en,0,5
What options are available for viewing computed results on Foldify?,Foldify,"Foldify, Foldify, Foldify, Foldify, News",1.0,True,en,0,5
How can you access AlphaFold3 software through Foldify?,Foldify,"News, Foldify, Foldify, Foldify, Foldify",2.0,True,en,0,5
What are the main sections available on the Foldify Dashboard after logging in?,Foldify,"Foldify, News, Foldify, Foldify, Foldify",1.0,True,en,0,5
What is the purpose of the Plddt score in the results page of Foldify?,Foldify,"Foldify, Foldify, News, Foldify, Foldify",1.0,True,en,0,5
What are the two types of projects differentiated in a Kubernetes cluster?,"Requesting a Project, Access Control","Projects, Namespaces, and Quotas, Requesting a Project, Access Control, Žádost o projekt, řízení přístupu, Projekty, Namespaces a Kvóty, Rancher",2.0,True,en,2,3
What steps should be followed by an administrator to assign a group in CESNET Perun for access control?,"Requesting a Project, Access Control","Requesting a Project, Access Control, Žádost o projekt, řízení přístupu, Requesting a Project, Access Control, Requesting a Project, Access Control, Requesting a Project, Access Control",1.0,True,en,1,4
What information is required when requesting a group project via email?,"Requesting a Project, Access Control","Requesting a Project, Access Control, Requesting a Project, Access Control, Requesting a Project, Access Control, Requesting a Project, Access Control, Žádost o projekt, řízení přístupu",1.0,True,en,1,4
Who is responsible for assigning access control to a group project in Rancher?,"Requesting a Project, Access Control","Requesting a Project, Access Control, Requesting a Project, Access Control, Requesting a Project, Access Control, Žádost o projekt, řízení přístupu, Rancher",1.0,True,en,1,4
How can someone who is not a member of MetaCentrum register to access projects in Rancher?,"Requesting a Project, Access Control","Requesting a Project, Access Control, Rancher, Storage Secrets, Žádost o projekt, řízení přístupu, Secrets pro úložiště",1.0,True,en,2,3
What is the role of the `$CI_REGISTRY` variable in the GitLab CI/CD pipeline configuration?,Building Docker containers with Gitlab,"Building Docker containers with Gitlab, Building Docker containers with Gitlab, Vytváření Docker kontejnerů s GitLab, Building Docker containers with Gitlab, Building Docker containers with Gitlab",1.0,True,en,1,4
How can you set up a CI/CD pipeline in GitLab to build Docker images?,Building Docker containers with Gitlab,"Building Docker containers with Gitlab, Building Docker containers with Gitlab, Vytváření Docker kontejnerů s GitLab, Dockerfile, Dockerfile",1.0,True,en,1,4
What steps are necessary to upload a Docker image to a custom container registry in GitLab?,Building Docker containers with Gitlab,"Building Docker containers with Gitlab, Building Docker containers with Gitlab, Building Docker containers with Gitlab, Building Docker containers with Gitlab, Dockerfile",1.0,True,en,0,5
What are the prerequisites needed to build Docker containers with GitLab?,Building Docker containers with Gitlab,"Building Docker containers with Gitlab, Dockerfile, Vytváření Docker kontejnerů s GitLab, Dockerfile, Building Docker containers with Gitlab",1.0,True,en,1,4
How can you use Docker images from the GitLab Container Registry if the project is public?,Building Docker containers with Gitlab,"Building Docker containers with Gitlab, Vytváření Docker kontejnerů s GitLab, Dockerfile, Building Docker containers with Gitlab, Building Docker containers with Gitlab",1.0,True,en,1,4
How do you start the installation of the Personal Monitoring application?,Personal Monitoring,"Personal Monitoring, Osobní monitorování, Personal Monitoring, Minio, Desktop",1.0,True,en,1,4
What is the purpose of the Personal Monitoring application?,Personal Monitoring,"Personal Monitoring, Osobní monitorování, Personal Monitoring, Minio, ShinySOM",1.0,True,en,1,4
Where can you access your personal Grafana instance?,Personal Monitoring,"Personal Monitoring, Personal Monitoring, Osobní monitorování, phpMyAdmin, JupyterHub",1.0,True,en,1,4
Can you change the deployed chart name during the installation process?,Personal Monitoring,"Matlab, Desktop, Scipion, Ansys, Minio",,False,en,0,5
What should you do after being redirected to your Grafana instance?,Personal Monitoring,"Personal Monitoring, Personal Monitoring, Moodle, Osobní monitorování, phpMyAdmin",1.0,True,en,1,4
Why is deploying an Operator with namespaced deployment discouraged?,Operator Summary,"Operator Summary, Operator Summary, Namespaces, Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG",1.0,True,en,0,5
What are Custom Resources and how are they related to Operators?,Operator Summary,"Operator Summary, Operator Summary, Přehled Operátorů, Přehled Operátorů, Jobs",1.0,True,en,2,3
Where can I find more information about the Operator pattern?,Operator Summary,"Operator Summary, Operator Summary, Přehled Operátorů, MinIO Operator, Přehled Operátorů",1.0,True,en,2,3
What should a user do if they want to use an Operator but lack the necessary cluster administrator privileges?,Operator Summary,"Operator Summary, Operator Summary, Přehled Operátorů, Přehled Operátorů, Postgres Operator Cloudnative-PG",1.0,True,en,2,3
What is the Operator pattern and what tasks does it automate?,Operator Summary,"Operator Summary, Přehled Operátorů, Operator Summary, MinIO Operator, MPI Operator",1.0,True,en,1,4
What are the prerequisites for using the storage secrets service?,Storage Secrets,"Storage Secrets, Storage Secrets, Storage, Storing Kubernetes Secrets in Git, Storing Kubernetes Secrets in Git",1.0,True,en,0,5
How long might it take for your kerberos name to be associated with your Rancher account?,Storage Secrets,"Storage Secrets, Secrets pro úložiště, Rancher, Storage Secrets, Requesting a Project, Access Control",1.0,True,en,1,4
